Lemma,Cluster
método de ensino,281
recurso educativo,990
pessoas cegas,1054
organizações de apoio,1098
branco,197
neutralidade,995
evento cultural,990
festival,339
brasão,2590
nobreza,118
heráldica,1616
insígnia,1616
distintivo,1585
selo,1806
braçadeira,438
seguranças,279
policiais,356
militares,356
brechó,3396
centros comerciais,1504
avenidas,1342
breja,3619
festas,1395
bares,3630
churrascos,884
alcoólico,636
brigadeiro,439
aniversários,145
chocolate,439
leite condensado,990
granulado,1683
brinco,3608
prata,1219
bijuteria,98
mulheres,3242
homens,3242
brinquedotecas,315
brinquedoteca,315
britânico,1214
Reino Unido,990
Inglaterra,954
Escócia,954
País de Gales,252
Irlanda do Norte,252
broche,2841
bronze,1219
esculturas,1736
medalhas,13
bruschetta,1337
tomate,3569
manjericão,1337
aperitivos,904
brócolis,1709
saladas,828
dietas,2131
bucha,3698
material sintético,1043
buchada,80
almoços,1097
regiões,1045
buda,2571
budismo,1721
ensinamento,1374
budistas,1721
praticantes,41
monges,1911
adeptos,241
ensinamentos,1374
buffet,507
casamentos,1772
catering,110
bufê,1171
buggy,2159
bulevar,2452
calçadão,3407
buraco negro,990
colapso estelar,1567
supernova,1315
estrela massiva,1588
cosmos,1887
fenômeno astronômico,990
objeto cósmico,1043
entidade espacial,1468
estrutura do universo,1654
corpo celeste,1043
burca,2438
cultura islâmica,942
tradição muçulmana,1468
países islâmicos,942
sociedade islâmica,942
região muçulmana,942
muçulmana,102
islâmica,102
feminina,877
burguer,1126
hamburgueria,609
alface,1709
burrata,1337
mozzarella,1337
laticínio,386
produto lácteo,1043
burrito,1126
taqueria,1793
tortilla,384
feijão,774
butique,2134
varejo,254
bêbado,1930
ressaca,3374
embriaguez,636
consumo excessivo,990
búfalo,2684
savana,1799
pradaria,3985
cabana,2743
cabeleireiro,2262
salão,3133
barbearia,2262
centro de estética,990
penteado,2572
coloração,521
closet,1847
vestiário,1729
cabideiro,1037
cabidela,732
vinagre,2550
tabacaria,386
cachoeira,379
queda d'água,198
fenômeno natural,198
formação geológica,1588
pet,1480
cachorro quente,1043
salsicha,788
mostarda,499
ketchup,1646
maionese,711
fast food,1567
comida de rua,198
evento esportivo,990
caco de vidro,1043
vidraça quebrada,198
garrafa quebrada,198
janela quebrada,198
espelho quebrado,198
objeto de vidro quebrado,990
mosaico,101
cadeia,2116
reclusão,154
sistema judiciário,3389
conter criminosos,1504
sala de estar,611
cadeira de rodas,1008
idosos,3242
feridos,1064
pessoas com mobilidade reduzida,1588
cadela,2840
veterinário,656
dono,2109
amante de animais,1098
espiral,133
capa dura,198
capa mole,198
anotações,276
cafeteria,609
consumo de café,1098
cafeína,758
chá,2502
refrigerante,623
energético,292
estimulação,1398
cafofo,3417
favela,2691
amantes de café,1098
caiaque,129
represa,3542
remadores,651
aventureiros,41
esportistas,41
caipirinha,3036
cachaça,606
limão,3556
cultura brasileira,1468
caipiroska,3036
vodka,3974
caipiríssima,1185
rum,2203
caipisaquê,3036
saquê,3289
caipivodka,3036
cais,3973
cidade costeira,1468
atracação,592
papelão,454
saque,1673
correntes,410
poupadores,1854
cajuzinho,439
cajuína,3257
caju,1201
calda,3252
caldeirada,732
caldo de cana,1043
cana-de-açúcar,3184
californiano,1692
Califórnia,1692
calçamento,9
calção,2581
camareiro,279
camelo,3557
caminho de acesso,1654
rodas,2844
carroceria,1226
caminhão pipa,198
indumentária,1589
outfit,2810
camiseta,911
viscose,1666
casual,518
campanário,272
torre,3886
campo de batalha,1654
zona,2801
orixás,660
terreiro,1209
candongueiro,175
papelaria,386
kit,1454
anotar,2500
escritura,1764
canil,1943
cão,1129
adoção,1746
canjica,263
milho,2734
canjiquinha,1185
cantiga,93
cantina,1237
base militar,1588
canto do silêncio,990
retiro,3403
super-herói,1912
capacho,3048
boas-vindas,753
capela,272
oratório,699
batismo,1247
missa,2463
capim,2449
forragem,270
prado,3083
capinzal,9
sítio,2149
província,1882
capote,2207
sintético,869
casaco,2172
capuccino,1525
italiano,258
barista,1538
cara,1948
caravançará,1793
caravela,383
descobrimento,901
macronutriente,293
carbonara,1337
italiana,258
bacon,3913
carbonato,1699
concha,1246
cardeal,378
ciência médica,198
sistema cardiovascular,3389
carioca,1870
gentílico,2264
Rio de Janeiro,281
proteína,654
carne de bode,1043
carne de boi,1043
carne de cordeiro,1043
carne de porco,1043
carneiro,1808
carpaccio,1337
carrapaticida,775
saúde animal,942
carrapato,971
parasita,971
carro de aplicativo,1654
carrocinha,407
carruagem,1249
cortejo,1625
procissão,1625
comitiva,3244
caravana,3244
cocheiro,1249
remetente,949
secretário,629
parente,786
carta de reclamação,611
reclamante,722
queixa,3995
cartões,2274
cartela,1544
comprimidos,770
adesivos,1718
cartum,2928
cartunista,229
desenhista,229
humorista,779
sátira,1001
tira,719
quadrinho,229
fabricante,326
cartão de crédito,1654
emissor,1704
titular,3576
cartógrafo,1722
cartografia,924
carta geográfica,1468
topografia,924
caruru,3975
quiabo,1686
azeite de dendê,1043
castanha,499
carvoaria,531
área industrial,1468
carvão ativado,198
imobiliária,2157
casa da fazenda,281
rural,1376
casa de campo,281
casa de cultura,611
centro cultural,198
casa de dança,611
coreógrafo,1708
casa de férias,198
caseiro,3566
casa de jogos,1008
croupier,87
apostas,87
casa de show,281
técnico de som,1098
concertos,339
casa de tatuagem,611
modificação corporal,1588
tatuagem,484
tatuador,484
arte corporal,198
casa fluvial,198
barqueiro,1723
casa noturna,942
vida noturna,942
proteger do frio,1588
cascalho,1731
agregado,137
canteiro de obras,1054
cascata,133
casebre,150
nobre,3189
castiçal,1855
catacumba,1814
subsolo,147
catarata,3928
catchup,1646
catolicismo,1166
Papa,1236
Vaticano,378
católico,831
papa,1236
sacramento,368
caudal,3686
litro,3480
metro cúbico,1294
vazão,2863
cavalheiro,338
gentil,1065
cortês,1065
educado,844
cavalheirismo,338
equino,1505
montaria,379
quadrúpede,972
cavalgada,379
hipismo,3020
cavaleiro,338
jockey,3729
vaqueiro,1632
cavaquinha,1185
musical,45
ukulele,303
violão,303
tocador,3588
espeleologia,924
penhasco,3390
geologia,924
cela,980
penitenciária,1292
delegacia,3113
celeiro,3794
feno,2485
eletrônico,726
enterro,1694
periferia,1424
subúrbio,1424
atuação,633
centavo,2953
câmbio,1991
metrópole,1424
urbano,227
centro de arte,990
centro de assistência toxicológica,1098
centro de atenção integrada à saúde mental,1098
psicologia,2196
centro de atenção psicossocial,1098
saúde mental,942
tratamento psicológico,990
apoio social,1588
cuidados continuados,1504
rede de saúde mental,1588
serviços sociais,1054
política pública,1468
estrutura de saúde,1098
assistentes sociais,1504
terapeutas,0
psiquiatras,0
enfermeiros,1571
centro de conferências,1054
complexo de eventos,1504
rede de hotéis,1504
infraestrutura de negócios,1098
indústria de eventos,1008
setor de turismo,1795
palestrantes,1804
organizadores,41
técnicos de som,1098
coordenadores,41
seminários,1097
congressos,1097
centro de convenções,1054
infraestrutura de eventos,1098
rede de turismo,281
setor de negócios,1795
complexo de entretenimento,1098
organizadores de eventos,1504
expositores,1804
técnicos de montagem,1098
eventos corporativos,1504
lançamentos de produtos,1504
centro de diversões infantil,1098
rede de lazer,281
indústria de diversão,1098
parques temáticos,1504
animadores,41
atendentes,925
festas infantis,942
atividades recreativas,1054
centro de eventos,1504
setor de entretenimento,1098
complexo de lazer,990
staff de apoio,990
shows,1107
centro de informações estratégicas de vigilância em saúde,1098
epidemiologia,2196
vigilância sanitária,1588
políticas de saúde,1054
gestão de saúde,1098
rede de vigilância,1098
política de saúde pública,1098
estrutura governamental,1468
organização de saúde,1098
analistas,0
epidemiologistas,0
técnicos de saúde,1098
análise de dados,1654
planejamento estratégico,990
tomada de decisão,611
centro de referência de assistência social,1098
assistência social,1588
direitos sociais,1054
rede de assistência social,1588
sistema de proteção social,1098
estrutura de apoio social,1098
educadores sociais,1504
técnicos de serviço social,1098
inclusão social,1588
proteção social,1588
centro educacional,990
desenvolvimento humano,1098
sistema educacional,3389
rede de ensino,281
estrutura escolar,990
política educacional,1468
comunidade escolar,1468
coordenadores pedagógicos,1504
diretores,41
centro espírita,1043
espiritismo,460
doutrina espírita,1043
prática espiritual,1588
movimento espírita,990
rede de centros,1504
estrutura espiritual,1468
organização religiosa,1468
médiuns,3046
dirigentes,41
voluntários,41
frequentadores,41
espíritas,460
sessões mediúnicas,1054
estudos,1623
assistência espiritual,1588
centro histórico,990
patrimônio cultural,1795
região histórica,942
estrutura urbana,942
guias turísticos,1504
historiadores,0
arqueólogos,2144
centro integrado de operações de defesa social,1098
segurança pública,1588
defesa social,1588
gestão de crises,1054
sistema de segurança,3389
rede de defesa social,1098
política de segurança,1098
organização de segurança,1098
bombeiros,1170
agentes de segurança,1654
resposta a emergências,1054
rede hospitalar,1588
política de saúde,1098
organização médica,198
administradores,41
cuidados médicos,1504
centro médico público,1795
sistema de saúde pública,1098
centro nacional de epidemiologia,1098
analistas de saúde,1098
vigilância epidemiológica,1588
centro para crianças e adolescentes,1294
estrutura de apoio,1098
centro tecnológico,990
parque tecnológico,1795
rede de inovação,1098
estrutura de pesquisa,1098
indústria tecnológica,1468
organização de ciência,1098
desenvolvedores,2420
peça teatral,198
arame,3327
estrutura de segurança,1098
sistema de proteção,1098
cereal,3584
aveia,222
preparo de alimentos,1504
cereja,2890
doçura,1877
polpa,3593
corante,1535
salada de frutas,198
preparo de sobremesas,1098
saborização,908
cerrado,498
arbustos,56
gramíneas,56
planalto,1041
bioma,2761
certidão,161
registro civil,1654
burocracia,1676
certidão de nascimento,1654
cevada,256
malte,1918
lúpulo,1918
fermentação,1223
processo químico,1043
enzimas,991
cervejaria,2592
caulim,223
utilitário,1726
cesta básica,198
chafariz,1264
chaleira,3653
fervura,951
chalé,2593
champagne,746
uvas,2305
espumante,746
champanharia,198
chancelaria,492
oficina,1743
departamento,750
chapada,2293
palha,3139
charge,2822
fumo,3933
destrancar,1188
porteiros,279
proprietários,41
check,3545
auditores,638
supervisores,41
cheeseburger,623
combo,3307
chefe de cozinha,1098
guloseima,453
conveniência,39
mascote,1155
chimarrão,3814
gaúchos,3118
brasileiros,1692
uruguaios,3118
argentinos,3118
chimpanzé,1557
primata,1557
vida selvagem,942
chocalho,12
chocolateria,386
chocólatras,1488
gourmets,1488
chope,489
choperia,3646
chopp,489
chouriço,3370
embutido,456
cozinheiros,1
chefs,2541
culinários,1
chumbinho,718
controladores,1684
agricultores,41
densidade,305
fabricantes,404
chupeta,1754
calmante,593
sucção,3743
churrascaria,609
grelhados,409
espetos,1668
churro,2353
doce de leite,1043
chuteira,3211
ducha,1419
válvula,1058
canos,780
folhas,56
chácara,3072
etapa,2975
prédios,1846
continente,1317
cidade base,1468
cidade sede,1468
cidadela,204
fortificação,204
bastião,594
reduto,594
instituto,750
cigano,2411
cigarrilha,195
alcatrão,1731
cinderela,1390
conto,1786
fábula,2938
lenda,1775
cine-theatro,1795
cinegrafista,1650
filmagem,682
poltronas,509
cinematógrafo,681
circo,1496
palhaço,1159
acrobata,299
mágico,505
circunferência,1561
diâmetro,1220
perímetro,1561
círculo,1561
geometria,3096
cirurgião plástico,198
centro cirúrgico,990
cloreto,1699
cloridrato,551
droga,372
farmacologia,2196
cloro,2215
sanitização,968
sapatos,630
cabides,1527
club,2014
clube de futebol,281
treinadores,41
torcedores,2092
staff,1114
clube de tiro,281
clínica de reabilitação,1098
coalho,3272
enzima,991
coagulação,714
coberta,1848
coca-cola,623
comercialização,1906
cocada,3117
coco,3620
cocaína,372
tráfico,1000
traficante,1952
dependente,1338
casca,2093
tropical,309
palmeira,1596
coelho,3262
roedor,3052
páscoa,916
toca,946
cogumelo,43
solvente,190
enchimento,1684
colete,3609
coletor,3734
recolhimento,143
talher,2118
colégio,680
colírio,2279
oftalmologia,837
lubrificação,1883
colônia penal,281
reeducação,494
comboio,363
escolta,48
caixa registradora,1054
notas fiscais,1054
distribuidor,1684
vitaminas,1543
proteínas,654
carboidratos,293
comida caiçara,198
frutos do mar,252
banana-da-terra,1185
culinária regional,1468
gastronomia brasileira,1468
tradição cultural,1468
prato típico,1043
cozinha local,1795
festivais,339
celebrações,145
comissário de bordo,1098
carrinho de serviço,1654
manual de segurança,1098
lista de passageiros,1008
namorado,3978
companhia de saneamento,1098
tubulação,1900
estação de tratamento,1098
bomba de água,281
rede de esgoto,281
serviço público,1795
companhia teatral,198
figurino,1589
complexo,834
estruturas,832
áreas,2912
multifuncionalidade,595
complexo de condomínio,990
apartamentos,1446
áreas comuns,1054
salões de festa,281
complexo residencial,990
playgrounds,315
estacionamentos,1800
compota,1091
conservantes,1529
conserva,764
comprovante de vacinação,1654
imunização,301
autoridade de saúde,1098
processador,1684
disco rígido,1043
placa-mãe,416
sistema operacional,3389
comunista,845
ideologia,1676
socialismo,845
partido,847
sociólogo,2604
comércio de pneu,1795
concessionária,932
showroom,906
pérola,98
molusco,1500
concordância nominal,1588
linguista,2604
concordância verbal,1588
redação,1592
concursado,687
cargo público,1795
confeiteiro,1
congresso,1143
palestra,1143
seminário,1143
agrupamento,663
conservatório,2766
consultoria,633
consultoria de recursos humanos,1504
conta bancária,198
extrato,1593
contador,638
massa terrestre,1588
superfície terrestre,1588
região geográfica,942
área continental,1468
porção de terra,611
globo,3517
sistema geográfico,3389
texto literário,990
contista,1353
romancista,1353
negociador,342
jurista,2604
conversível,1226
copa,2048
galho,2759
ninho,123
coqueiro,1596
ilha,99
região costeira,942
festeiro,1625
tintura,521
tingimento,1042
sisal,2540
cordeiro,1808
gado,1769
pastoreio,270
cordilheira,1041
cadeia montanhosa,1468
hemisfério,1317
zona climática,1468
cordão,2553
coroa,1989
diadema,769
tiara,2925
realeza,118
coroação,118
coronha,1067
compósito,1785
rifle,2261
manuseio,3284
corporação,2214
departamentos,750
divisões,40
setores,404
estatutos,1572
residências,473
complexos,1078
correspondente,374
reportagens,1592
redações,1592
emissoras,779
publicações,1592
repórteres,41
editores,41
produtores,41
correção óptica,1588
optometria,837
lentes,1637
corrimão,104
escadas,1539
rampas,3062
varandas,3530
passarelas,906
plataformas,595
construções,832
investigações,67
cortina,725
interiores,1078
designs,698
ateliês,1805
oficinas,1743
modelistas,1092
alfaiates,1367
artesãos,1092
cotonete,77
kits,2998
banheiros,359
necessaires,1269
fábricas,749
confecções,1042
marcenarias,474
coveiro,2298
cemitérios,907
sepulturas,907
enterros,1694
funerais,1694
estabelecimentos,663
brigadas,1809
staffs,1114
times,1357
chefes,2020
auxiliares,279
ajudantes,279
assistentes,279
drogas,372
criminalidade,3114
desafios,2865
crase,3143
convenções,704
cratera,1030
explosões,236
erupções,3705
colisões,3332
superfícies,305
terrenos,3082
paisagens,193
planetas,1315
satélites,520
corpos,1193
astronômicos,0
geológicos,2832
localidades,473
salões,708
criado,358
criação plástica,198
trabalho artístico,990
átomos,735
moléculas,1281
rochas,11
minas,668
geodos,1744
laboratórios,73
amuleto,1282
bíblia,1764
Jesus,2
cristãos,241
fiéis,241
croquete,127
buffets,507
cruz,3507
cruzeiro,383
bancos,1455
transações,342
valuta,198
unidade monetária,1468
cubano,3775
Cuba,3487
Havana,1323
Caribe,3097
cuca,1451
confeitarias,386
cueca,3731
vestiários,1729
cunhal,2993
cupom fiscal,178
fisco,2388
comprovante,1274
recibo,1797
curandeiro,3768
aldeias,1077
vilas,1077
locais,1742
curau,2845
curry,2011
cursivo,1819
caligrafia,750
letra,3012
faculdades,2766
centros,1742
curta,2146
cinemas,568
mostras,637
sessões,1358
cineastas,1353
criadores,41
audiovisual,681
curupira,1935
